Categor 8,How does Peter refer to himself in the first verse of his first epistle?,An apostle of Jesus Christ,A slave of Jesus Christ,A fellow traveler in Christ,A minister in Christ,1 Peter,1 Peter 1:1
Categor 8,The first epistle of Peter was written to those living where?,Pontus ,Cairo,Damascus,Tyre,1 Peter,1 Peter 1:1
Categor 8,The first epistle of Peter was written to those living where?,Galatia ,Sidom,Hebron,Ur,1 Peter,1 Peter 1:1
Categor 8,The first epistle of Peter was written to those living where?,Cappadocia ,Bethel,Ammon,Caesarea,1 Peter,1 Peter 1:1
Categor 8,The first epistle of Peter was written to those living where?,Asia ,Philippi,Cana,Achaia,1 Peter,1 Peter 1:1
Categor 8,The first epistle of Peter was written to those living where?,Bithynia ,Capernuam,Decapolis,Ephesus,1 Peter,1 Peter 1:1
Categor 8,Peter addressed his first epistle to people living in how many specific locations?,5,7,3,10,1 Peter,1 Peter 1:1
Categor 8,What did Peter specifically call those to whom he wrote in his first epistle?,Strangers,Friends,Natives,Christians,1 Peter,1 Peter 1:1
Categor 8,"In his first epistle, what did Peter describe as “a lively hope” for Christians?",The resurrection of Jesus ,The Holy Ghost,The Law of Moses,The promise of Abraham,1 Peter,1 Peter 1:3
Categor 8,How does Peter describe the inheritance reserved in heaven for Christians?,Incorruptible ,Corruptible,Defiled,Unattainable,1 Peter,1 Peter 1:4
Categor 8,How does Peter describe the inheritance reserved in heaven for Christians?,Undefiled ,Imperfect,Impure,Sullied,1 Peter,1 Peter 1:4
Categor 8,How does Peter describe the inheritance reserved in heaven for Christians?,That fadeth not away ,That last but a moment,That withereth,That is not everlasting,1 Peter,1 Peter 1:4
Categor 8,Where does Peter say the inheritance of the followers of Christ is reserved?,In heaven ,On earth,In this life,In Jerusalem,1 Peter,1 Peter 1:4
Categor 8,"In his first epistle, what did Peter describe as more precious than gold?",The trial of one’s faith ,Diamonds and rubies,Good health,A long life,1 Peter,1 Peter 1:7
Categor 8,"In praising the faithful in his first epistle, what did Peter specifically say they did although they had not seen Jesus?",Love him,Think of him,Study his words,Look for him,1 Peter,1 Peter 1:8
Categor 8,"In praising the faithful in his first epistle, what did Peter specifically say they did although they currently couldn’t see Jesus?",Believe in him,Seek him,Acknowledge him,Call upon him,1 Peter,1 Peter 1:8
Categor 8,What does Peter say is the end result of faith?,Salvation,Long life,Milk and honey,Prosperity,1 Peter,1 Peter 1:9
Categor 8,Who did Peter say foretold the suffering of Christ?,The prophets ,The priests,The Psalmist,Moses,1 Peter,1 Peter 1:11
Categor 8,"In his first epistle, what specifically does Peter say those preaching the gospel are being aided by?",The Holy Ghost,The Laws of Moses,The prayer of saints,"Hope, faith and charity",1 Peter,1 Peter 1:12
Categor 8,What does the first epistle of Peter specifically say will be brought to you at the revelation of Jesus Christ?,Grace,Hope,Power,Knowledge ,1 Peter,1 Peter 1:13
Categor 8,"In his first epistle, Peter told Christians to gird the loins of their what?",Mind ,Heart,Body,Faith,1 Peter,1 Peter 1:13
Categor 8,"In his first epistle, Peter specifically told Christians to be what?",Sober ,Aggressive,Demanding ,Docile,1 Peter,1 Peter 1:13
Categor 8,"Finish this verse in the first epistle of Peter: “As obedient children, not fashioning yourselves according to the former lusts in your…”",Ignorance ,Body,Desires,Wants,1 Peter,1 Peter 1:14
Categor 8,"Finish this verse in the first epistle of Peter: “But as he which hath called you is holy, so be ye holy in all manner of…”",Conversation ,Action,Behavior,Habits,1 Peter,1 Peter 1:15
Categor 8,"Finish this verse in the first epistle of Peter: “Because it is written, Be ye holy; for I am…”",Holy ,Watching you,A vengeful God,A just God,1 Peter,1 Peter 1:16
Categor 8,Which of the following did Jude specifically say about the ungodly in the church?,Woe unto them,Blessed be they,Lord forgive them,Woe onto their friends,Jude,Jude 1:11
Categor 8,Jude accused the ungodly in the church of following in the footsteps of this man?,Cain,Ham,Absalom,Nimrod,Jude,Jude 1:11
Categor 8,"In criticizing the ungodly in the church, Jude compares them to this prophet who was offered a reward for cursing the children of Israel:",Balaam,Elijah,Elisha,Haggai,Jude,Jude 1:11
Categor 8,What infamous prophet does Jude invoke when he says some in the church repeat his error for reward?,Balaam,Jeremiah,Nahum,Amos,Jude,Jude 1:11
Categor 8,Which Israelite leader was destroyed for challenging the religious leadership of Moses?,Korah,Aaron,Eli,Miriam,Jude,Jude 1:11
Categor 8,"What name does Jude use for Korah, the man who challenged Moses?",Core,Elias,Abram,Ishmael,Jude,Jude 1:11
Categor 8,Jude calls the ungodly in the church “spots” or blemishes on what?,Your feast of charity,Your feast of justice,Your feast of kindness,Your feast of concern,Jude,Jude 1:12
Categor 8,Jude says the ungodly feed themselves during feasts without what?,Fear,Love,Concern,Knowledge,Jude,Jude 1:12
Categor 8,Jude compares the ungodly in the church to clouds without this:,Water,Thunder,Lightening,Movement,Jude,Jude 1:12
Categor 8,Jude compares the ungodly in the church to trees whose fruits are like this:,Withered,Picked,Discarded,Desired,Jude,Jude 1:12
Categor 8,Who did Jude say was “seventh from Adam”?,Enoch,Lamech,Noah,Abraham,Jude,Jude 1:14
Categor 8,How many saints did Jude say Enoch prophesied would come with the Lord?,Tens of thousands,Seventy times seven,One thousand,Hundreds,Jude,Jude 1:14
Categor 8,When did John say the commandment to love each other was given?,From the beginning,At the crucifixion of Jesus,At Pentecost,At the conversion of Paul ,2 John,2 John 1:5
Categor 8,"Finish this statement by John in his second epistle: “And this is love, that we walk after his…”",Commandments,Teachings,Example,Leaders,2 John,2 John 1:6
Categor 8,"Who doesn’t believe Jesus came in the flesh, according to the second epistle of John?",Deceivers,Christians,The saints,The elders,2 John,2 John 1:7
Categor 8,"How plentiful are those who don’t believe that Jesus came in the flesh, according to the second epistle of John?",Many,A few ,Not many,No one knows,2 John,2 John 1:7
Categor 8,What specifically does John call those who don’t believe Jesus came in the flesh?,Antichrist,Churchgoers,Agnostics,Liars,2 John,2 John 1:7
Categor 8,"Finish this verse in the first epistle of John: “Look to yourselves, that we lose not those things which we have wrought, but that we receive a…”",Full reward,Heavenly gift,Crown of glory,A great prize,2 John,2 John 1:8
Categor 8,"Finish this statement in the second epistle of John: “Whosoever transgresseth, and abideth not in the doctrine of Christ, hath not…”",God,Faith,Truth,Knowledge,2 John,2 John 1:9
Categor 8,"Finish this statement in the second epistle of John: “He that abideth in the doctrine of Christ, he hath both…”",The Father and the Son,Grace and mercy,A promise and a hope,Blessing and kindness,2 John,2 John 1:9
Categor 8,"In his second epistle, what specifically does John say to do with those who don’t preach the truth?",Not invite them into your home,Invite them into your home,Listen carefully to them,Do as they tell you,2 John,2 John 1:10
Categor 8,"In his second epistle, what specifically does John say to do with those who don’t preach the truth?",Not bid them God speed,Bid them God speed,Help them spread their gospel,Work closely with them,2 John,2 John 1:10
Categor 8,"In his second epistle, who does John say is a partaker in evil deeds?",Those who bid God speed to false teachers ,Those who spread the gospel,Those who attend church regularly,Those who show concern for the poor,2 John,2 John 1:11
Categor 8,"Finish this statement in the second epistle of John: “Having many things to write unto you, I would not write with…”",Paper and ink,Words and ink,Paper and words,Careless words,2 John,2 John 1:12
Categor 8,"In his second epistle, to whom did John write: “The children of thy elect sister greet thee”?",The elect lady,The elders,The apostles,The church,2 John,2 John 1:13
Categor 8,What is the last word of the second epistle of John?,Amen,Also,Us,Him,2 John,2 John 1:13
Categor 8,How does John refer to himself in his third epistle?,The elder,The apostle,The teacher,The slave of Christ,3 John,3 John 1:1
Categor 8,To whom is the third epistle of John addressed?,Gaius,Demetrius,Diotrephes,Theophilus,3 John,3 John 1:1
Categor 8,How does John refer to the person to whom he addresses his third epistle?,Well beloved,My friend,Fellow traveler,Brother,3 John,3 John 1:1
Categor 8,"In his third epistle, whom does John say that he loves “in the truth”?",Gaius,Demetrius,Diotrephes,Theophilus,3 John,3 John 1:1
Categor 8,What did John wish above all else on the person to whom he addresses his third epistle?,Health,Wealth,Long life,Power,3 John,3 John 1:2
Categor 8,What did John say has prospered in the person to whom he wrote his third epistle?,His soul,His business,His family,His political ambitions,3 John,3 John 1:2
Categor 8,What was John’s reaction when told that the person to whom he addressed his third epistle walked in the truth?,He rejoiced,He was surprised,He did nothing,He was amused,3 John,3 John 1:3
Categor 8, Who told John that the person to whom he addressed his third epistle walked in the truth?,The brethren,The person’s family,An angel,No one,3 John,3 John 1:3
Categor 8,Who said: “I have no greater joy than to hear that my children walk in truth”?,John,Peter,Paul,James,3 John,3 John 1:4
Categor 8,Whom did an apostle tell: “I have no greater joy than to hear that my children walk in truth”?,Gauis,Demas,Timothy,Theophilus,3 John,3 John 1:4
Categor 8,"In his third epistle, who does John specifically say Gaius has faithfully served?",The brethren,The elders,The widows,The orphans,3 John,3 John 1:5
Categor 8,"In his third epistle, who does John specifically say Gaius has faithfully served?",Strangers,The widows,The orphans,Shut-ins,3 John,3 John 1:5
Categor 8,How did John say the person to whom he addresses his third epistle exhibited acts of kindness?,Faithfully,Intermittently,Sporadically ,Passionlessly,3 John,3 John 1:5
Categor 8,What body does John say has been informed of the good deeds of the person to whom he addresses his third epistle?,The church,The Sanhedrin ,The community of elders,The apostles,3 John,3 John 1:6
Categor 8,"Who wrote these words to a friend: “Which have borne witness of thy charity before the church: whom if thou bring forward on their journey after a godly sort, thou shalt do well”? ",John,Paul,Peter,James,3 John,3 John 1:6
Categor 8,"To whom were these words written: “Which have borne witness of thy charity before the church: whom if thou bring forward on their journey after a godly sort, thou shalt do well”?",Gauis,Timothy,Demas,Theophilus,3 John,3 John 1:6
Categor 8,"Finish this verse in the third epistle of John: “Because that for his name's sake they went forth, taking nothing of the…”",Gentiles,Elders,Brethren,Jews,3 John,3 John 1:7
Categor 8,Which words does John use in his third epistle to describe others who help spread the gospel?,Fellow helpers ,Good Christians,Christ followers,Servants of Christ,3 John,3 John 1:8
Categor 8,"In this third epistle, to who did John specifically say he wrote a letter?",The church,Peter,The elders,The Gentiles,3 John,3 John 1:9
Categor 8,"In his third epistle, who in the church did John say wouldn’t welcome him?",Diotrephes,Gauis,Demetrius,Theophilus,3 John,3 John 1:9
Categor 8,"In his third epistle, who did John say “loveth to have the preeminence”?",Diotrephes,Gauis,Demetrius,Demas,3 John,3 John 1:9
Categor 8,"In his third epistle, what did John promise to remember about the man who wouldn’t receive him in the church?",His deeds,His attitude,His letters,His followers,3 John,3 John 1:10
Categor 8,"In his third epistle, how did John specifically describe the words used against him by the man who refused to welcome him in the church?",Malicious,Dishonest,Untruthful,Honest,3 John,3 John 1:10
Categor 8,"In addition to John, who else did a prominent church leader specifically refuse to accept in the church, according to the third epistle of John?",Other brethren,Other apostles,Unwed mothers,Orphans,3 John,3 John 1:10
Categor 8,"In his third epistle, what does John condemn a prominent church leader for doing?",Kicking people out of church,Defrauding the church coffers,Collecting too much tithes,Dressing to lavishly,3 John,3 John 1:10
Categor 8,"In his third epistle, what or who does John say we should not follow?",Evil,Good,The laws of Moses,The prophets,3 John,3 John 1:11
Categor 8," In his third epistle, what or who does John specifically say we should follow?",Good,Evil,The chief priests,The scribes,3 John,3 John 1:11
Categor 8,"In his third epistle, John says he that doeth good is of whom?",God,The church,The world,The devil,3 John,3 John 1:11
Categor 8,"In his third epistle, who does John say “hath not seen God”?",Evildoers,Doers of good,Christians,The elders,3 John,3 John 1:11
Categor 8,"Which of these men “hath good report of all men,” according to the third epistle of John?",Demetrius,Diotrephes,Gauis,Demas,3 John,3 John 1:12
Categor 8,Which of the following people does John say he personally has a favorable report of?,Demetrius,Diotrephes,Gauis,Demas,3 John,3 John 1:12
Categor 8,Who did John tell in his third epistle that he “had many things to write”?,Gauis,Demetrius,Diotrephes,Demas,3 John,3 John 1:13
Categor 8,Which of the following was mentioned in the third epistle of John?,Ink,Water,Blood,Nails,3 John,3 John 1:13
Categor 8,Which of the following was mentioned in the third epistle of John?,Pen,Sword,Blood,Water,3 John,3 John 1:13
Categor 8,"In his third Epistle, who does John look forward to seeing shortly?",Gauis,Demetrius,Diotrephes,Demas,3 John,3 John 1:14
Categor 8,What does John instruct the person to whom he addresses his third epistle to do?,Greet the friends by name,Drive out the moneychangers,Expel the disobedient,Collect tithes and offerings,3 John,3 John 1:14
Categor 8,Who does John say salutes the person to whom he writes his third epistle?,Our friends,Our enemies,The elders,The apostles,3 John,3 John 1:14
Categor 8,What does John wish upon the person to whom he writes his third epistle?,Peace,Riches,A long life,A happy marriage,3 John,3 John 1:14
Categor 8,How does Jude describe his relationship with Jesus in the first verse of his epistle?,A servant of Jesus,A prisoner of Jesus,A slave of Jesus,A friend of Jesus,Jude,Jude 1:1
Categor 8,Who is the brother of Jude?,James,Peter,John,Matthew,Jude,Jude 1:1
Categor 8,To whom does James specifically address his epistle?,Those sanctified by God ,The scribes and Pharisees ,Sinners and publicans,The lost sheep,Jude,Jude 1:1
Categor 8,To whom does James specifically address his epistle?,Those preserved in Jesus,Those confined by the world,Those in need of grace,Those in search of Salvation,Jude,Jude 1:1
Categor 8,To whom does James specifically address his epistle?,Those called,The gentiles,Jews in Asia,The elders in the church,Jude,Jude 1:1
Categor 8,What does Jude specifically wish upon those to whom his epistle is written?,Mercy,Riches,A long life,Kindness,Jude,Jude 1:2
Categor 8,What does Jude specifically wish upon those to whom his epistle is written?,Peace,Wealth,Many wives,A long life,Jude,Jude 1:2
Categor 8,What does Jude specifically wish upon those to whom his epistle is written?,Love,Power,Wealth,Long life,Jude,Jude 1:2
Categor 8,What does Jude specifically call those to whom he writes his epistle?,Beloved,Brethren,Christians ,Fellow believers,Jude,Jude 1:3
Categor 8,What does Jude say he intended to write about?,Salvation,Repentance,Love,Wages of sin,Jude,Jude 1:3
Categor 8,Why did Jude say he felt the need to write his epistle?,To urge the defense of the faith,To call for more tithes,To condemn the gentiles,To condemn the Jews,Jude,Jude 1:3
Categor 8,Who does Jude say shared the kind of faith he is writing about?,The saints,Pharisees,The chief priests,The church elders,Jude,Jude 1:3
Categor 8,Who in the church does Jude warn the brethren against?,Ungodly men,Pastors,Elders,Prophets,Jude,Jude 1:4
Categor 8,How did Jude say ungodly men entered the church?,Crept in unawares,Walked in openly,They were invited in,Lied their way in,Jude,Jude 1:4
Categor 8,What did Jude say the ungodly members of the church had turned God’s grace into?,Lasciviousness,Benevolence,Giving,Mercifulness,Jude,Jude 1:4
Categor 8,Who or what did Jude say the ungodly members of the church denied?,Lord God,The teachings of the elders,The scriptures,The commandments,Jude,Jude 1:4
Categor 8,Who did Jude say the ungodly members of the church denied?,Jesus,The chief priest,The scriptures,The commandments,Jude,Jude 1:4
Categor 8,What ancient event did Jude remind his readers of?,God’s rescue of Israelite slaves,The fall of Jericho,The creation of man,The flood,Jude,Jude 1:5
Categor 8,What did Jude say God did to the former Israelite slaves that were unbelievers?,Destroyed them,Forgave them,Fed them Manna,Changed their hearts,Jude,Jude 1:5
Categor 8,Who did Jude say God has reserved in everlasting chains?,Disobedient angels,Sinners,Roman soldiers,Pharisees,Jude,Jude 1:6
Categor 8,How does Jude say disobedient angels are kept?,In darkness,In light,In the clouds,In the firmament ,Jude,Jude 1:6
Categor 8,How long did Jude say the disobedient angels will be kept in chains?,Until judgment day,Forever,Until they repent,For seven years and a day,Jude,Jude 1:6
Categor 8,What two cities did Jude say were “set forth for an example” of the punishment for sinfulness?,Sodom and Gomorrah,Jericho and Nineveh,Tyre and Sidon,Sodom and Tyre,Jude,Jude 1:7
Categor 8,Which of these sins did Jude specifically mention in connection with sinful cities?,Fornication,Adultery,Murder,Covetousness,Jude,Jude 1:7
Categor 8,Which of these sins did Jude specifically mention in connection with sinful cities?,Seeking strange flesh,Adultery,Murder,Covetousness,Jude,Jude 1:7
Categor 8,What does Jude specifically call the ungodly in the church?,Filthy dreamers,Thieves,Evil teachers,Rotting dreamers,Jude,Jude 1:8
Categor 8,"What does Jude say the ungodly, “filthy dreamers” do?",Defile the flesh,Mislead the innocent,Rob the poor,Abuse the widows,Jude,Jude 1:8
Categor 8,Who does Jude say despise authority?,Ungodly in the church,The Pharisees,Church elders,The scribes,Jude,Jude 1:8
Categor 8,Who does Jude say speaks evil of leaders?,Ungodly in the church,The scribes,The new converts,The Gentiles,Jude,Jude 1:8
Categor 8,Who did Jude say fought the devil for the body of Moses?,"Michael, the archangel",God,Jesus,Joshua,Jude,Jude 1:9
Categor 8,"According to Jude, who told the Devil, “The Lord rebuke thee”?","Michael, the archangel",Jesus,Paul,Peter,Jude,Jude 1:9
Categor 8,"In his dispute with the Devil, which of these things did Michael the archangel not do, according to Jude?",Level accusations,Use heavenly powers,Resist the Devil,Give up easily,Jude,Jude 1:9
Categor 8,What specifically did Jude say the ungodly in the church speak evil of?,Things they don’t know,Everything,Everyone,The saints and prophets,Jude,Jude 1:10
Categor 8,What specifically did Jude say the ungodly in the church do with the things they know naturally?,Corrupt themselves,Corrupt others,Amuse themselves,Rob the brethren,Jude,Jude 1:10
Categor 8,Who did Jude say Enoch prophesied God would judge?,Everyone,Some people,Sinners only ,Saints and church goers,Jude,Jude 1:15
Categor 8,"In what book of the bible is this statement about the ungodly found: “These are murmurers, complainers, walking after their own lusts”?",Jude ,James,I Peter,2 Peter,Jude,Jude 1:16
Categor 8,"Finish this verse in Jude: “there should be mockers in the last time, who should walk after their own ungodly…”",Lusts,Ways,Beliefs,Desires,Jude,Jude 1:18
Categor 8,"Finish this verse in Jude about the ungodly: “These be they who separate themselves, sensual, having not…”",The Spirit,The law,The truth,The hope,Jude,Jude 1:19
Categor 8,"Finish this verse in Jude: “But ye, beloved, building up yourselves on your most holy faith, praying in…”","The Holy Ghost,",The name of the prophets,The name of the elders,The law,Jude,Jude 1:20
Categor 8,"Finish this verse in Jude: “Keep yourselves in the love of God, looking for the mercy of our Lord Jesus Christ unto…”",Eternal life,Salvation,Perfect healing,Prosperity,Jude,Jude 1:21
Categor 8,"In the last verse of his epistle, which of the following does Jude specifically say belongs to God?",Glory,Honor,Worship,Adulation,Jude,Jude 1:25
Categor 8,"In the last verse of his epistle, which of the following does Jude specifically say belongs to God?",Majesty,Respect,Honor,Worship,Jude,Jude 1:25
Categor 8,"In the last verse of his epistle, which of the following does Jude specifically say belongs to God?",Dominion,Honor,Worship,Adulation,Jude,Jude 1:25
Categor 8,"In the last verse of his epistle, which of the following does Jude specifically say belongs to God?",Power,Respect,Honor,Worship,Jude,Jude 1:25
Categor 8,How does Jude refer to God in the last verse of his epistle?,Only wise God,All knowing God,Almighty God,Omnipotent God,Jude,Jude 1:25
Categor 8,"Who wrote this verse: “To the only wise God our Saviour, be glory and majesty, dominion and power, both now and ever. Amen”?",Jude,Peter,Paul ,Luke,Jude,Jude 1:25
Categor 8,"Through whom did God speak to the forefathers of Israel, according to the Book of Hebrews?",The prophets,The apostles,The kings,The priests,Hebrews,Hebrews 1:1
Categor 8,"To whom in Israel did God speak in the past, according to the Book of Hebrews?",The ancestral fathers,The ancestral mothers,The ancestral elders,The ancestral priests,Hebrews,Hebrews 1:1
Categor 8,"Through whom did Paul say God spoke in “these last days,” according to the Book of Hebrews?",Jesus,The apostles,The priests,The scribes,Hebrews,Hebrews 1:2
Categor 8,"Who did God appoint heir of all things, according to the Book of Hebrews?",Jesus,The church,The elders,Angels,Hebrews,Hebrews 1:2
Categor 8,To what did the Book of Hebrews say Jesus was appointed heir?,All things,The church,The gospel,The New Jerusalem,Hebrews,Hebrews 1:2
Categor 8,"By whom did God make the worlds, according to the Book of Hebrews?",Jesus,Angels,His own power,Nature,Hebrews,Hebrews 1:2
Categor 8,"In Hebrews 1, Jesus is described as the brightness of whose glory?",God’s,His own,The church,The word,Hebrews,Hebrews 1:3
Categor 8,"In Hebrews 1, who is described as the express image of God?",Jesus ,The saints,The elders,The apostles,Hebrews,Hebrews 1:3
Categor 8,"Where does Jesus sit, according to the Book of Hebrews?",On the right hand of God,At base of God’s throne,On the left hand of God,Facing God’s throne,Hebrews,Hebrews 1:3
Categor 8,"What did Jesus purge, according to the Book of Hebrews?",Our sins,Our thoughts,Our temptations,Our carnal urges,Hebrews,Hebrews 1:3
Categor 8,"According to the Book of Hebrews, what did Jesus inherit that was better than that of angels?",A more excellent name,A longer life,A bigger crown,A larger mansion,Hebrews,Hebrews 1:4
Categor 8,"In Hebrews 1, who is Jesus described as so much better than?",The angels,The Devil,The Romans,The Pharisees,Hebrews,Hebrews 1:4
Categor 8,Who does the Book of Hebrews say God has begotten?,Jesus,The church,The apostles,The saints,Hebrews,Hebrews 1:5
Categor 8,Why did Paul say Jesus was superior to angels?,God called him his son,He heads the church,He was baptized by John,He resisted Satan,Hebrews,Hebrews 1:5
Categor 8,"According to Hebrews 1, what did God tell the angel’s to do for Jesus?",Worship him,Protect him,Ignore him,Bless him,Hebrews,Hebrews 1:6
Categor 8,"Finish this verse in Hebrews 1: “And of the angels he saith, Who maketh his angels spirits, and his ministers a…”",Flame of fire,Burning sword,Rushing wind,Mighty tide,Hebrews,Hebrews 1:7
Categor 8,"According to the Book of Hebrews, how long does God say the throne of Jesus will last?",For ever and ever,Until the New Jerusalem,Until the resurrection,Until the Armageddon,Hebrews,Hebrews 1:8
Categor 8,"What kind of scepter does Jesus have, according to the Book of Hebrews?",A scepter of righteousness,A scepter of peace,A scepter of vengeance,A scepter of power,Hebrews,Hebrews 1:8
Categor 8,"In the Book of Hebrews, what is Jesus said to love?",Righteousness,Power,Glory,Honor,Hebrews,Hebrews 1:9
Categor 8,"In the Book of Hebrews, what is Jesus said to hate?",Iniquity,Righteousness,The Word,The church,Hebrews,Hebrews 1:9
Categor 8,What kind of oil did the Book of Hebrews say Jesus was anointed with?,Oil of gladness,Oil of power,Olive oil,Oil of suffering,Hebrews,Hebrews 1:9
Categor 8,What does the Book of Hebrews say Jesus laid in the beginning?,The foundation of the earth,The Ten Commandments,The order of Levi,The gospel,Hebrews,Hebrews 1:10
Categor 8,"According to the Book of Hebrews, which of these is the work of Jesus’ hands?",The heavens,The fall of man,The temptation of man,Natural disasters,Hebrews,Hebrews 1:10
Categor 8,What specifically does the Book of Hebrews say will perish but Jesus will remain?,Heaven and earth,The laws and Moses,The nations of the earth,The kingdom of Judah,Hebrews,Hebrews 1:11
Categor 8,What does the Book of Hebrews say God promises to do to the enemies of Jesus?,Make them his footstool,Make them powerful,Confuse them,Mock them,Hebrews,Hebrews 1:13
Categor 8,To whom does the Book of Hebrews say ministering spirits minister?,Heirs to salvation,The Priests,The Scribes,The Jews,Hebrews,Hebrews 1:14
Categor 8,Which of these does the Book of Hebrews say Christians should pay earnest heed to?,Things we have heard,Gossip,Talk in the church,Paying tithes,Hebrews,Hebrews 2:1
Categor 8,"What shall every transgression and disobedience receive, according to the Book of Hebrews?",A just reward,An unjust reward,No reward,A questionable reward,Hebrews,Hebrews 2:2
Categor 8,Which of these words does the Book of Hebrews specifically use to describe “salvation”?,Great ,Unique,Excellent,Godly,Hebrews,Hebrews 2:3
Categor 8,"According to Hebrews 2, who first spoke about “salvation”?",Jesus,Abraham,Noah,Adam,Hebrews,Hebrews 2:3
Categor 8,"According to Hebrews 2, who confirmed the idea of “salvation”?",Those who heard Jesus,The gentiles,The scribes,The priests,Hebrews,Hebrews 2:3
Categor 8,How does the Book of Hebrews specifically say God has borne witness?,With signs,With plagues,With commandments,With prophesy,Hebrews,Hebrews 2:4
Categor 8,How does the Book of Hebrews say God has specifically borne witness?,With wonders,With plagues,With commandments,With prophesy,Hebrews,Hebrews 2:4
Categor 8,How does the Book of Hebrews say God has borne witness?,Gifts of the Holy Ghost,With plagues,With commandments,With prophesy,Hebrews,Hebrews 2:4
Categor 8,Who or what does the Book of Hebrews specifically say the world to come is not subjected to?,Angels,Jesus,God ,The Holy Ghost,Hebrews,Hebrews 2:5
Categor 8,"Where is this verse found: “But one in a certain place testified, saying, What is man, that thou art mindful of him? or the son of man that thou visitest him?”",Hebrews,Psalm,Proverbs,Isaiah,Hebrews,Hebrews 2:6
Categor 8,"List two books in the Bible in which this verse is found: “What is man, that thou art mindful of him? or the son of man that thou visitest him?”",Hebrews and Psalm,Ephesians and Psalm,Matthew and Psalm,1 John and Psalm,Hebrews,Hebrews 2:6
Categor 8,"Finish this verse in Hebrews 2: “What is man, that thou art…?”",Mindful of him,Remembering of him,Fearful for him,Kind to him,Hebrews,Hebrews 2:6
Categor 8,"In the Book of Hebrews, who has God made a little lower than the angels?",Man,Demons,Priests,Prophets,Hebrews,Hebrews 2:7
Categor 8,"According to the Book of Hebrews, with what has God crowned man?",Glory and honor,Power and wealth,Discernment and truth,Power and beauty,Hebrews,Hebrews 2:7
Categor 8,"According to the Book of Hebrews, what specifically has God set man over?",The works of his hand,World governments,Animals only,The church,Hebrews,Hebrews 2:7
Categor 8,When did the Book of Hebrews say Jesus was made a little lower than the angels?,When he died,When he was resurrected,When he returned to heaven,When he was baptized,Hebrews,Hebrews 2:9
Categor 8,"According to Hebrews 2, who of the following was crowned with honor and glory?",Jesus,Abraham,Isaac,Jacob,Hebrews,Hebrews 2:9
Categor 8,"According to the Book of Hebrews, Jesus tasted death for every man because of what?",God’s grace,Man’s sins,Israel’s failing,God’s anger,Hebrews,Hebrews 2:9
Categor 8,"According to the Book of Hebrews, who had the power of death before Jesus came?",The Devil,The Romans,No one,God only,Hebrews,Hebrews 2:14
Categor 8,"Through his death, whose power did Jesus destroy?",The Devil,The Pharisees,The Roman Empire,Herod,Hebrews,Hebrews 2:14
Categor 8,Finish this statement about Jesus in the Book of Hebrews: “verily he took not on him the nature of…”,Angels,Man,Saints,The world,Hebrews,Hebrews 2:16
Categor 8,Finish this statement about Jesus in the Book of Hebrews: “he took on him the seed of…”,Abraham,David,Solomon,Isaac,Hebrews,Hebrews 2:16
Categor 8,"Why specifically is Jesus able to protect those being tempted, according to the Book of Hebrews?",He too was tempted,He is all wise,He is all knowing,He was all powerful,Hebrews,Hebrews 2:18
Categor 8,Which of the following is used to describe Jesus in the third chapter of Hebrews?,Apostle of our profession,Minister of our profession,Bishop of our profession,Deacon of our profession,Hebrews,Hebrews 3:1
Categor 8,Which of the following is used to describe Jesus in the third chapter of Hebrews?,High priest of our profession,Elder of our profession,Bishop of our profession,Minister of our profession,Hebrews,Hebrews 3:1
Categor 8,Who does the Book of Hebrews say built all things?,God,Man,Nature,The Devil,Hebrews,Hebrews 3:1
Categor 8,"In the Book of Hebrews, which of these words is specifically used to describe the word of God?",Quick,Slow,Powerful,Vengeful,Hebrews,Hebrews 4:12
Categor 8,"In the Book of Hebrews, which of these words is specifically used to describe the word of God?",Powerful,Sweeping,Arresting ,Riveting,Hebrews,Hebrews 4:12
Categor 8,"In the Book of Hebrews, what is the word of God said to be sharper than?",Two-edged sword,A sharpened razor,A hunting knife,A battle axe,Hebrews,Hebrews 4:12
Categor 8,"In the Book of Hebrews, Jesus is described as a great high priest who has passed into where?",The heavens,Hell,The tomb,The world,Hebrews,Hebrews 4:13
Categor 8,"Where was this verse found: “For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as we are, yet without sin”?",Hebrews,Ephesians,Galatians,Philemon,Hebrews,Hebrews 4:15
Categor 8,"In Hebrews 5, Jesus is described as a priest forever in the order of whom?",Melchisedec,Aaron,Moses,Eli,Hebrews,Hebrews 5:6
Categor 8,"Where is this verse found: “For God is not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister”?",Hebrews,Galatians,Jude,2 Thessalonians,Hebrews,Hebrews 6:10
Categor 8,"In the Book of Hebrews, who was Melchisedec, king of Salem, likened to?",The Son of God,The apostle Paul,Moses,Aaron,Hebrews,Hebrews 7:3
Categor 8,"Which of the following did Melchisedec, king of Salem, not have, according to the Book of Hebrews?",Father,Friends,Peers,Subjects,Hebrews,Hebrews 7:3
Categor 8,"Which of the following did Melchisedec, king of Salem, not have, according to the Book of Hebrews?",Mother,Friends,Cousins,Subjects,Hebrews,Hebrews 7:3
